,source,target,y
60,CHEMBL.COMPOUND:CHEMBL1607,MONDO:0000402,1
61,CHEMBL.COMPOUND:CHEMBL320876,MONDO:0000402,1
62,CHEMBL.COMPOUND:CHEMBL1201012,MONDO:0000607,1
63,CHEMBL.COMPOUND:CHEMBL1023,MONDO:0000607,1
64,CHEMBL.COMPOUND:CHEMBL1200877,MONDO:0000607,1
65,CHEMBL.COMPOUND:CHEMBL1201360,MONDO:0000607,1
66,CHEMBL.COMPOUND:CHEMBL1201109,MONDO:0000607,1
67,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0000607,1
68,CHEMBL.COMPOUND:CHEMBL3545368,MONDO:0000607,1
69,CHEMBL.COMPOUND:CHEMBL1200989,MONDO:0000607,1
70,CHEMBL.COMPOUND:CHEMBL1201001,MONDO:0000607,1
71,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0000607,1
72,CHEMBL.COMPOUND:CHEMBL416,MONDO:0000607,1
73,CHEMBL.COMPOUND:CHEMBL1200975,MONDO:0000607,1
74,CHEMBL.COMPOUND:CHEMBL632,MONDO:0000607,1
75,CHEMBL.COMPOUND:CHEMBL1200732,MONDO:0000607,1
76,CHEMBL.COMPOUND:CHEMBL1998981,MONDO:0000607,1
77,CHEMBL.COMPOUND:CHEMBL1501,MONDO:0000607,1
78,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0000607,1
79,CHEMBL.COMPOUND:CHEMBL635,MONDO:0000607,1
80,CHEMBL.COMPOUND:CHEMBL1473,MONDO:0000607,1
81,CHEMBL.COMPOUND:CHEMBL16829,MONDO:0000607,1
82,CHEMBL.COMPOUND:CHEMBL1201380,MONDO:0000607,1
83,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0000607,1
84,CHEMBL.COMPOUND:CHEMBL1200845,MONDO:0000607,1
85,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0000607,1
86,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0000607,1
87,CHEMBL.COMPOUND:CHEMBL140000,MONDO:0000607,1
88,CHEMBL.COMPOUND:CHEMBL650,MONDO:0000607,1
89,CHEMBL.COMPOUND:CHEMBL1161,MONDO:0000607,1
90,CHEMBL.COMPOUND:CHEMBL1245,MONDO:0006932,1
91,CHEMBL.COMPOUND:CHEMBL462605,MONDO:0021107,1
92,CHEMBL.COMPOUND:CHEMBL1373,MONDO:0021107,1
93,CHEMBL.COMPOUND:CHEMBL1342,MONDO:0021107,1
94,CHEMBL.COMPOUND:CHEMBL3544971,MONDO:0021107,1
95,CHEMBL.COMPOUND:CHEMBL1722,MONDO:0021107,1
96,CHEMBL.COMPOUND:CHEMBL92161,MONDO:0021107,1
97,CHEMBL.COMPOUND:CHEMBL1201192,MONDO:0021107,1
98,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0008727,1
99,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0008727,1
100,CHEMBL.COMPOUND:CHEMBL632,MONDO:0008727,1
101,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0008727,1
102,CHEMBL.COMPOUND:CHEMBL635,MONDO:0008727,1
103,CHEMBL.COMPOUND:CHEMBL1201388,MONDO:0008727,1
104,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0008727,1
105,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0008727,1
106,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0008727,1
107,CHEMBL.COMPOUND:CHEMBL650,MONDO:0008727,1
108,CHEMBL.COMPOUND:CHEMBL1946170,MONDO:0007256,1
109,CHEMBL.COMPOUND:CHEMBL1554,MONDO:0018271,1
110,CHEMBL.COMPOUND:CHEMBL1236189,MONDO:0018871,1
111,CHEMBL.COMPOUND:CHEMBL1289601,MONDO:0024622,1
112,CHEMBL.COMPOUND:CHEMBL917,MONDO:0004721,1
113,CHEMBL.COMPOUND:CHEMBL513,MONDO:0021042,1
114,CHEMBL.COMPOUND:CHEMBL1729579,MONDO:0005068,1
115,CHEMBL.COMPOUND:CHEMBL1200337,MONDO:0005068,1
116,CHEMBL.COMPOUND:CHEMBL24,MONDO:0005068,1
117,CHEMBL.COMPOUND:CHEMBL16694,MONDO:0005068,1
118,CHEMBL.COMPOUND:CHEMBL1466,MONDO:0005068,1
119,CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0006058,1
120,CHEMBL.COMPOUND:CHEMBL501867,MONDO:0006058,1
121,CHEMBL.COMPOUND:CHEMBL1554,MONDO:0006058,1
122,CHEMBL.COMPOUND:CHEMBL452231,MONDO:0004967,1
123,CHEMBL.COMPOUND:CHEMBL1750,MONDO:0004967,1
124,CHEMBL.COMPOUND:CHEMBL1563,MONDO:0004967,1
125,CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0004967,1
126,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0004967,1
127,CHEMBL.COMPOUND:CHEMBL632,MONDO:0004967,1
128,CHEMBL.COMPOUND:CHEMBL501867,MONDO:0004967,1
129,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004967,1
130,CHEMBL.COMPOUND:CHEMBL635,MONDO:0004967,1
131,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004967,1
132,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004967,1
133,CHEMBL.COMPOUND:CHEMBL650,MONDO:0004967,1
134,CHEMBL.COMPOUND:CHEMBL83,MONDO:0004953,1
135,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0007462,1
136,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0007462,1
137,CHEMBL.COMPOUND:CHEMBL973,MONDO:0007462,1
138,CHEMBL.COMPOUND:CHEMBL632,MONDO:0007462,1
139,CHEMBL.COMPOUND:CHEMBL284348,MONDO:0007462,1
140,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0007462,1
141,CHEMBL.COMPOUND:CHEMBL635,MONDO:0007462,1
142,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0007462,1
143,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0007462,1
144,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0007462,1
145,CHEMBL.COMPOUND:CHEMBL650,MONDO:0007462,1
146,CHEMBL.COMPOUND:CHEMBL1201129,MONDO:0018881,1
147,CHEMBL.COMPOUND:CHEMBL848,MONDO:0018881,1
148,CHEMBL.COMPOUND:CHEMBL1489,MONDO:0018881,1
149,CHEMBL.COMPOUND:CHEMBL173929,MONDO:0003004,1
150,CHEMBL.COMPOUND:CHEMBL83,MONDO:0005590,1
151,CHEMBL.COMPOUND:CHEMBL13589,MONDO:0008228,1
152,CHEMBL.COMPOUND:CHEMBL1908357,MONDO:0008228,1
153,CHEMBL.COMPOUND:CHEMBL1547,MONDO:0008228,1
154,CHEMBL.COMPOUND:CHEMBL1405922,MONDO:0005010,1
155,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0002081,1
156,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0002081,1
157,CHEMBL.COMPOUND:CHEMBL632,MONDO:0002081,1
158,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0002081,1
159,CHEMBL.COMPOUND:CHEMBL635,MONDO:0002081,1
160,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0002081,1
161,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0002081,1
162,CHEMBL.COMPOUND:CHEMBL650,MONDO:0002081,1
163,CHEMBL.COMPOUND:CHEMBL1709,MONDO:0001247,1
164,CHEMBL.COMPOUND:CHEMBL814,MONDO:0001247,1
165,CHEMBL.COMPOUND:CHEMBL637,MONDO:0001247,1
166,CHEMBL.COMPOUND:CHEMBL4297919,MONDO:0001247,1
167,CHEMBL.COMPOUND:CHEMBL1445,MONDO:0005758,1
168,CHEMBL.COMPOUND:CHEMBL1200335,MONDO:0005758,1
169,CHEMBL.COMPOUND:CHEMBL1170,MONDO:0005758,1
170,CHEMBL.COMPOUND:CHEMBL1395,MONDO:0005758,1
171,CHEMBL.COMPOUND:CHEMBL2106514,MONDO:0005758,1
172,CHEMBL.COMPOUND:CHEMBL67934,MONDO:0005758,1
173,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0005340,1
174,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0005340,1
175,CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0005012,1
176,CHEMBL.COMPOUND:CHEMBL467,MONDO:0005012,1
177,CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0005076,1
178,CHEMBL.COMPOUND:CHEMBL3039471,MONDO:0005249,1
179,CHEMBL.COMPOUND:CHEMBL1200474,MONDO:0005249,1
180,CHEMBL.COMPOUND:CHEMBL364143,MONDO:0005249,1
181,CHEMBL.COMPOUND:CHEMBL1013,MONDO:0005249,1
182,CHEMBL.COMPOUND:CHEMBL1599,MONDO:0005249,1
183,CHEMBL.COMPOUND:CHEMBL134350,MONDO:0005249,1
184,CHEMBL.COMPOUND:CHEMBL680,MONDO:0005249,1
185,CHEMBL.COMPOUND:CHEMBL617,MONDO:0005249,1
186,CHEMBL.COMPOUND:CHEMBL1201071,MONDO:0005249,1
187,CHEMBL.COMPOUND:CHEMBL1201118,MONDO:0005249,1
188,CHEMBL.COMPOUND:CHEMBL1146,MONDO:0005249,1
189,CHEMBL.COMPOUND:CHEMBL9,MONDO:0005249,1
190,CHEMBL.COMPOUND:CHEMBL850,MONDO:0005249,1
191,CHEMBL.COMPOUND:CHEMBL1200513,MONDO:0005249,1
192,CHEMBL.COMPOUND:CHEMBL1604,MONDO:0005249,1
193,CHEMBL.COMPOUND:CHEMBL1201005,MONDO:0005249,1
194,CHEMBL.COMPOUND:CHEMBL4,MONDO:0005249,1
195,CHEMBL.COMPOUND:CHEMBL528,MONDO:0005249,1
196,CHEMBL.COMPOUND:CHEMBL1607480,MONDO:0005249,1
197,CHEMBL.COMPOUND:CHEMBL897,MONDO:0005393,1
198,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0005393,1
199,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0005393,1
200,CHEMBL.COMPOUND:CHEMBL12952,MONDO:0005393,1
201,CHEMBL.COMPOUND:CHEMBL388590,MONDO:0005393,1
202,CHEMBL.COMPOUND:CHEMBL632,MONDO:0005393,1
203,CHEMBL.COMPOUND:CHEMBL107,MONDO:0005393,1
204,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0005393,1
205,CHEMBL.COMPOUND:CHEMBL635,MONDO:0005393,1
206,CHEMBL.COMPOUND:CHEMBL1565476,MONDO:0005393,1
207,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0005393,1
208,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0005393,1
209,CHEMBL.COMPOUND:CHEMBL1078685,MONDO:0005393,1
210,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0005393,1
211,CHEMBL.COMPOUND:CHEMBL650,MONDO:0005393,1
212,CHEMBL.COMPOUND:CHEMBL6,MONDO:0005393,1
213,CHEMBL.COMPOUND:CHEMBL3186192,MONDO:0005393,1
214,CHEMBL.COMPOUND:CHEMBL1711,MONDO:0000465,1
215,CHEMBL.COMPOUND:CHEMBL173929,MONDO:0014189,1
216,CHEMBL.COMPOUND:CHEMBL2141296,MONDO:0009693,1
217,CHEMBL.COMPOUND:CHEMBL43452,MONDO:0009693,1
218,CHEMBL.COMPOUND:CHEMBL18442,MONDO:0009693,1
219,CHEMBL.COMPOUND:CHEMBL451887,MONDO:0009693,1
220,CHEMBL.COMPOUND:CHEMBL1530428,MONDO:0009693,1
221,CHEMBL.COMPOUND:CHEMBL303933,MONDO:0005136,1
222,CHEMBL.COMPOUND:CHEMBL1201486,MONDO:0005136,1
223,CHEMBL.COMPOUND:CHEMBL25164,MONDO:0005136,1
224,CHEMBL.COMPOUND:CHEMBL1201538,MONDO:0005147,1
225,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0007179,1
226,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0007179,1
227,CHEMBL.COMPOUND:CHEMBL632,MONDO:0007179,1
228,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0007179,1
229,CHEMBL.COMPOUND:CHEMBL635,MONDO:0007179,1
230,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0007179,1
231,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0007179,1
232,CHEMBL.COMPOUND:CHEMBL650,MONDO:0007179,1
233,CHEMBL.COMPOUND:CHEMBL2105717,MONDO:0015277,1
234,CHEMBL.COMPOUND:CHEMBL1200599,MONDO:0001673,1
235,CHEMBL.COMPOUND:CHEMBL1200665,MONDO:0001673,1
236,CHEMBL.COMPOUND:CHEMBL1616,MONDO:0001673,1
237,CHEMBL.COMPOUND:CHEMBL1120,MONDO:0001673,1
238,CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0002021,1
239,CHEMBL.COMPOUND:CHEMBL1200881,MONDO:0001735,1
240,CHEMBL.COMPOUND:CHEMBL1200474,MONDO:0001735,1
241,CHEMBL.COMPOUND:CHEMBL364143,MONDO:0001735,1
242,CHEMBL.COMPOUND:CHEMBL1200388,MONDO:0001735,1
243,CHEMBL.COMPOUND:CHEMBL693,MONDO:0001735,1
244,CHEMBL.COMPOUND:CHEMBL1164,MONDO:0001735,1
245,CHEMBL.COMPOUND:CHEMBL134350,MONDO:0001735,1
246,CHEMBL.COMPOUND:CHEMBL1200567,MONDO:0001735,1
247,CHEMBL.COMPOUND:CHEMBL1201071,MONDO:0001735,1
248,CHEMBL.COMPOUND:CHEMBL1200513,MONDO:0001735,1
249,CHEMBL.COMPOUND:CHEMBL1411731,MONDO:0001735,1
250,CHEMBL.COMPOUND:CHEMBL1607480,MONDO:0001735,1
251,CHEMBL.COMPOUND:CHEMBL3183451,MONDO:0001735,1
252,CHEMBL.COMPOUND:CHEMBL917,MONDO:0005070,1
253,CHEMBL.COMPOUND:CHEMBL1607,MONDO:0005070,1
254,CHEMBL.COMPOUND:CHEMBL3085504,MONDO:0005070,1
255,CHEMBL.COMPOUND:CHEMBL513,MONDO:0100342,1
256,CHEMBL.COMPOUND:CHEMBL671,MONDO:0004987,1
257,CHEMBL.COMPOUND:CHEMBL3142544,DOID:12143,1
258,CHEMBL.COMPOUND:CHEMBL1231,DOID:12143,1
259,CHEMBL.COMPOUND:CHEMBL1760,MONDO:0004979,1
260,CHEMBL.COMPOUND:CHEMBL3989646,MONDO:0004979,1
261,CHEMBL.COMPOUND:CHEMBL1200405,MONDO:0004979,1
262,CHEMBL.COMPOUND:CHEMBL2104771,MONDO:0004979,1
263,CHEMBL.COMPOUND:CHEMBL1201109,MONDO:0004979,1
264,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0004979,1
265,CHEMBL.COMPOUND:CHEMBL1370561,MONDO:0004979,1
266,CHEMBL.COMPOUND:CHEMBL428880,MONDO:0004979,1
267,CHEMBL.COMPOUND:CHEMBL2106660,MONDO:0004979,1
268,CHEMBL.COMPOUND:CHEMBL603,MONDO:0004979,1
269,CHEMBL.COMPOUND:CHEMBL415324,MONDO:0004979,1
270,CHEMBL.COMPOUND:CHEMBL632,MONDO:0004979,1
271,CHEMBL.COMPOUND:CHEMBL1512,MONDO:0004979,1
272,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004979,1
273,CHEMBL.COMPOUND:CHEMBL635,MONDO:0004979,1
274,CHEMBL.COMPOUND:CHEMBL1473,MONDO:0004979,1
275,CHEMBL.COMPOUND:CHEMBL1159717,MONDO:0004979,1
276,CHEMBL.COMPOUND:CHEMBL221190,MONDO:0004979,1
277,CHEMBL.COMPOUND:CHEMBL1593948,MONDO:0004979,1
278,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0004979,1
279,CHEMBL.COMPOUND:CHEMBL1084647,MONDO:0004979,1
280,CHEMBL.COMPOUND:CHEMBL1200812,MONDO:0004979,1
281,CHEMBL.COMPOUND:CHEMBL21333,MONDO:0004979,1
282,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004979,1
283,CHEMBL.COMPOUND:CHEMBL2105133,MONDO:0004979,1
284,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004979,1
285,CHEMBL.COMPOUND:CHEMBL19449,MONDO:0004979,1
286,CHEMBL.COMPOUND:CHEMBL1161,MONDO:0004979,1
287,CHEMBL.COMPOUND:CHEMBL1200777,MONDO:0005623,1
288,CHEMBL.COMPOUND:CHEMBL1236189,MONDO:0012883,1
289,CHEMBL.COMPOUND:CHEMBL1200976,MONDO:0012883,1
290,CHEMBL.COMPOUND:CHEMBL1563,MONDO:0012883,1
291,CHEMBL.COMPOUND:CHEMBL1425,MONDO:0012883,1
292,CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0012883,1
293,CHEMBL.COMPOUND:CHEMBL727,MONDO:0018872,1
294,CHEMBL.COMPOUND:CHEMBL1417019,MONDO:0018872,1
295,CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0018872,1
296,CHEMBL.COMPOUND:CHEMBL1200976,MONDO:0018872,1
297,CHEMBL.COMPOUND:CHEMBL1201129,MONDO:0018872,1
298,CHEMBL.COMPOUND:CHEMBL1563,MONDO:0018872,1
299,CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0018872,1
300,CHEMBL.COMPOUND:CHEMBL608533,MONDO:0018872,1
301,CHEMBL.COMPOUND:CHEMBL3989908,MONDO:0018872,1
302,CHEMBL.COMPOUND:CHEMBL996,MONDO:0005246,1
303,CHEMBL.COMPOUND:CHEMBL1201041,MONDO:0005246,1
304,CHEMBL.COMPOUND:CHEMBL1435,MONDO:0005246,1
305,CHEMBL.COMPOUND:CHEMBL194126,MONDO:0005246,1
306,CHEMBL.COMPOUND:CHEMBL1200344,MONDO:0005246,1
307,CHEMBL.COMPOUND:CHEMBL1599,MONDO:0005246,1
308,CHEMBL.COMPOUND:CHEMBL2146124,MONDO:0005246,1
309,CHEMBL.COMPOUND:CHEMBL693,MONDO:0005246,1
310,CHEMBL.COMPOUND:CHEMBL4208954,MONDO:0005246,1
311,CHEMBL.COMPOUND:CHEMBL1398589,MONDO:0005246,1
312,CHEMBL.COMPOUND:CHEMBL134350,MONDO:0005246,1
313,CHEMBL.COMPOUND:CHEMBL1730,MONDO:0005246,1
314,CHEMBL.COMPOUND:CHEMBL617,MONDO:0005246,1
315,CHEMBL.COMPOUND:CHEMBL43708,MONDO:0005246,1
316,CHEMBL.COMPOUND:CHEMBL1146,MONDO:0005246,1
317,CHEMBL.COMPOUND:CHEMBL9,MONDO:0005246,1
318,CHEMBL.COMPOUND:CHEMBL1384,MONDO:0005246,1
319,CHEMBL.COMPOUND:CHEMBL1604,MONDO:0005246,1
320,CHEMBL.COMPOUND:CHEMBL1201005,MONDO:0005246,1
321,CHEMBL.COMPOUND:CHEMBL4,MONDO:0005246,1
322,CHEMBL.COMPOUND:CHEMBL1747,MONDO:0005246,1
323,CHEMBL.COMPOUND:CHEMBL528,MONDO:0005246,1
324,CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0005246,1
325,CHEMBL.COMPOUND:CHEMBL1727,MONDO:0005246,1
326,CHEMBL.COMPOUND:CHEMBL766,MONDO:0005246,1
327,CHEMBL.COMPOUND:CHEMBL34259,MONDO:0000870,1
328,CHEMBL.COMPOUND:CHEMBL452231,MONDO:0000870,1
329,CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0000870,1
330,CHEMBL.COMPOUND:CHEMBL1750,MONDO:0000870,1
331,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0000870,1
332,CHEMBL.COMPOUND:CHEMBL1563,MONDO:0000870,1
333,CHEMBL.COMPOUND:CHEMBL2105882,MONDO:0000870,1
334,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0000870,1
335,CHEMBL.COMPOUND:CHEMBL632,MONDO:0000870,1
336,CHEMBL.COMPOUND:CHEMBL501867,MONDO:0000870,1
337,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0000870,1
338,CHEMBL.COMPOUND:CHEMBL635,MONDO:0000870,1
339,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0000870,1
340,CHEMBL.COMPOUND:CHEMBL1425,MONDO:0000870,1
341,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0000870,1
342,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0000870,1
343,CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0000870,1
344,CHEMBL.COMPOUND:CHEMBL650,MONDO:0000870,1
345,CHEMBL.COMPOUND:CHEMBL521,MONDO:0011827,1
346,CHEMBL.COMPOUND:CHEMBL2308885,MONDO:0004980,1
347,CHEMBL.COMPOUND:CHEMBL1201012,MONDO:0004980,1
348,CHEMBL.COMPOUND:CHEMBL1159650,MONDO:0004980,1
349,CHEMBL.COMPOUND:CHEMBL1200979,MONDO:0004980,1
350,CHEMBL.COMPOUND:CHEMBL1200877,MONDO:0004980,1
351,CHEMBL.COMPOUND:CHEMBL985,MONDO:0004980,1
352,CHEMBL.COMPOUND:CHEMBL1201360,MONDO:0004980,1
353,CHEMBL.COMPOUND:CHEMBL1201109,MONDO:0004980,1
354,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0004980,1
355,CHEMBL.COMPOUND:CHEMBL1200686,MONDO:0004980,1
356,CHEMBL.COMPOUND:CHEMBL1200989,MONDO:0004980,1
357,CHEMBL.COMPOUND:CHEMBL3186993,MONDO:0004980,1
358,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0004980,1
359,CHEMBL.COMPOUND:CHEMBL1200975,MONDO:0004980,1
360,CHEMBL.COMPOUND:CHEMBL101740,MONDO:0004980,1
361,CHEMBL.COMPOUND:CHEMBL415324,MONDO:0004980,1
362,CHEMBL.COMPOUND:CHEMBL632,MONDO:0004980,1
363,CHEMBL.COMPOUND:CHEMBL1200732,MONDO:0004980,1
364,CHEMBL.COMPOUND:CHEMBL110054,MONDO:0004980,1
365,CHEMBL.COMPOUND:CHEMBL635,MONDO:0004980,1
366,CHEMBL.COMPOUND:CHEMBL1473,MONDO:0004980,1
367,CHEMBL.COMPOUND:CHEMBL16829,MONDO:0004980,1
368,CHEMBL.COMPOUND:CHEMBL1201380,MONDO:0004980,1
369,CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0004980,1
370,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0004980,1
371,CHEMBL.COMPOUND:CHEMBL1200845,MONDO:0004980,1
372,CHEMBL.COMPOUND:CHEMBL1504,MONDO:0004980,1
373,CHEMBL.COMPOUND:CHEMBL1451,MONDO:0004980,1
374,CHEMBL.COMPOUND:CHEMBL650,MONDO:0004980,1
375,CHEMBL.COMPOUND:CHEMBL1161,MONDO:0004980,1
376,CHEMBL.COMPOUND:CHEMBL398435,MONDO:0005294,1
377,CHEMBL.COMPOUND:CHEMBL628,MONDO:0005294,1
378,CHEMBL.COMPOUND:CHEMBL1200873,MONDO:0005294,1
379,CHEMBL.COMPOUND:CHEMBL98123,MONDO:0005294,1
380,CHEMBL.COMPOUND:CHEMBL508102,MONDO:0004425,1
381,CHEMBL.COMPOUND:CHEMBL1232132,MONDO:0004425,1
382,CHEMBL.COMPOUND:CHEMBL1515,MONDO:0004425,1
383,CHEMBL.COMPOUND:CHEMBL154111,MONDO:0007758,1
384,CHEMBL.COMPOUND:CHEMBL547,MONDO:0007758,1
385,CHEMBL.COMPOUND:CHEMBL1200979,MONDO:0005093,1
